FechaInicio,FechaFin,ClaveEntidad,Estado,Nivel
27/07/2020,02/08/2020,7,CDMX,2
27/07/2020,02/08/2020,8,Coahuila,3
27/07/2020,02/08/2020,9,Colima,3
27/07/2020,02/08/2020,10,Durango,2
27/07/2020,02/08/2020,11,Guanajuato,3
27/07/2020,02/08/2020,12,Guerrero,2
27/07/2020,02/08/2020,13,Hidalgo,3
27/07/2020,02/08/2020,14,Jalisco,3
27/07/2020,02/08/2020,15,EdoMex,2
27/07/2020,02/08/2020,16,Michoacán,2
27/07/2020,02/08/2020,17,Morelos,2
27/07/2020,02/08/2020,18,Nayarit,3
27/07/2020,02/08/2020,19,Nuevo León,3
27/07/2020,02/08/2020,20,Veracruz,3
27/07/2020,02/08/2020,20,Oaxaca,3
27/07/2020,02/08/2020,21,Puebla,3
27/07/2020,02/08/2020,22,Querétaro,3
27/07/2020,02/08/2020,23,Quintana Roo,3
27/07/2020,02/08/2020,24,San Luis Potosí,3
27/07/2020,02/08/2020,25,Sinaloa,2
27/07/2020,02/08/2020,26,Sonora,2
27/07/2020,02/08/2020,27,Tabasco,3
27/07/2020,02/08/2020,28,Tamaulipas,3
27/07/2020,02/08/2020,29,Tlaxcala,2
27/07/2020,02/08/2020,31,Yucatán,3
27/07/2020,02/08/2020,32,Zacatecas,3
17/08/2020,30/08/2020,1,Aguascalientes,3
17/08/2020,30/08/2020,2,Baja California,2
17/08/2020,30/08/2020,3,Baja California Sur,3
17/08/2020,30/08/2020,4,Campeche,1
17/08/2020,30/08/2020,5,Chiapas,2
17/08/2020,30/08/2020,6,Chihuahua,2
17/08/2020,30/08/2020,7,CDMX,2
17/08/2020,30/08/2020,8,Coahuila,2
17/08/2020,30/08/2020,9,Colima,3
17/08/2020,30/08/2020,10,Durango,2
17/08/2020,30/08/2020,11,Guanajuato,2
17/08/2020,30/08/2020,12,Guerrero,2
17/08/2020,30/08/2020,13,Hidalgo,3
17/08/2020,30/08/2020,14,Jalisco,2
17/08/2020,30/08/2020,15,EdoMex,2
17/08/2020,30/08/2020,16,Michoacán,2
17/08/2020,30/08/2020,17,Morelos,2
17/08/2020,30/08/2020,18,Nayarit,3
17/08/2020,30/08/2020,19,Nuevo León,2
17/08/2020,30/08/2020,20,Veracruz,2
17/08/2020,30/08/2020,20,Oaxaca,2
17/08/2020,30/08/2020,21,Puebla,2
17/08/2020,30/08/2020,22,Querétaro,2
17/08/2020,30/08/2020,23,Quintana Roo,2
17/08/2020,30/08/2020,24,San Luis Potosí,2
17/08/2020,30/08/2020,25,Sinaloa,2
17/08/2020,30/08/2020,26,Sonora,2
17/08/2020,30/08/2020,27,Tabasco,2
17/08/2020,30/08/2020,28,Tamaulipas,2
17/08/2020,30/08/2020,29,Tlaxcala,2
17/08/2020,30/08/2020,31,Yucatán,2
17/08/2020,30/08/2020,32,Zacatecas,3
31/08/2020,13/09/2020,1,Aguascalientes,2
31/08/2020,13/09/2020,2,Baja California,2
31/08/2020,13/09/2020,3,Baja California Sur,2
31/08/2020,13/09/2020,4,Campeche,1
31/08/2020,13/09/2020,5,Chiapas,1
31/08/2020,13/09/2020,6,Chihuahua,1
31/08/2020,13/09/2020,7,CDMX,2
31/08/2020,13/09/2020,8,Coahuila,2
31/08/2020,13/09/2020,9,Colima,3
31/08/2020,13/09/2020,10,Durango,2
31/08/2020,13/09/2020,11,Guanajuato,2
31/08/2020,13/09/2020,12,Guerrero,1
31/08/2020,13/09/2020,13,Hidalgo,2
31/08/2020,13/09/2020,14,Jalisco,2
31/08/2020,13/09/2020,15,EdoMex,2
31/08/2020,13/09/2020,16,Michoacán,2
31/08/2020,13/09/2020,17,Morelos,2
31/08/2020,13/09/2020,18,Nayarit,2
31/08/2020,13/09/2020,19,Nuevo León,2
31/08/2020,13/09/2020,20,Veracruz,1
31/08/2020,13/09/2020,20,Oaxaca,1
31/08/2020,13/09/2020,21,Puebla,2
31/08/2020,13/09/2020,22,Querétaro,2
31/08/2020,13/09/2020,23,Quintana Roo,2
31/08/2020,13/09/2020,24,San Luis Potosí,2
31/08/2020,13/09/2020,25,Sinaloa,2
31/08/2020,13/09/2020,26,Sonora,1
31/08/2020,13/09/2020,27,Tabasco,1
31/08/2020,13/09/2020,28,Tamaulipas,1
31/08/2020,13/09/2020,29,Tlaxcala,1
31/08/2020,13/09/2020,31,Yucatán,2
31/08/2020,13/09/2020,32,Zacatecas,2
14/09/2020,27/09/2020,1,Aguascalientes,2
14/09/2020,27/09/2020,2,Baja California,2
14/09/2020,27/09/2020,3,Baja California Sur,2
14/09/2020,27/09/2020,4,Campeche,1
14/09/2020,27/09/2020,5,Chiapas,1
14/09/2020,27/09/2020,6,Chihuahua,1
14/09/2020,27/09/2020,7,CDMX,2
14/09/2020,27/09/2020,8,Coahuila,2
14/09/2020,27/09/2020,9,Colima,2
14/09/2020,27/09/2020,10,Durango,2
14/09/2020,27/09/2020,11,Guanajuato,2
14/09/2020,27/09/2020,12,Guerrero,2
14/09/2020,27/09/2020,13,Hidalgo,2
14/09/2020,27/09/2020,14,Jalisco,2
14/09/2020,27/09/2020,15,EdoMex,2
14/09/2020,27/09/2020,16,Michoacán,2
14/09/2020,27/09/2020,17,Morelos,1
14/09/2020,27/09/2020,18,Nayarit,2
14/09/2020,27/09/2020,19,Nuevo León,2
14/09/2020,27/09/2020,20,Veracruz,2
14/09/2020,27/09/2020,20,Oaxaca,2
14/09/2020,27/09/2020,21,Puebla,2
14/09/2020,27/09/2020,22,Querétaro,2
14/09/2020,27/09/2020,23,Quintana Roo,1
14/09/2020,27/09/2020,24,San Luis Potosí,2
14/09/2020,27/09/2020,25,Sinaloa,2
14/09/2020,27/09/2020,26,Sonora,1
14/09/2020,27/09/2020,27,Tabasco,2
14/09/2020,27/09/2020,28,Tamaulipas,1
14/09/2020,27/09/2020,29,Tlaxcala,1
14/09/2020,27/09/2020,31,Yucatán,2
14/09/2020,27/09/2020,32,Zacatecas,2
28/09/2020,11/10/2020,1,Aguascalientes,1
28/09/2020,11/10/2020,2,Baja California,1
28/09/2020,11/10/2020,3,Baja California Sur,2
28/09/2020,11/10/2020,4,Campeche,0
28/09/2020,11/10/2020,5,Chiapas,1
28/09/2020,11/10/2020,6,Chihuahua,1
28/09/2020,11/10/2020,7,CDMX,2
28/09/2020,11/10/2020,8,Coahuila,1
28/09/2020,11/10/2020,9,Colima,2
28/09/2020,11/10/2020,10,Durango,1
28/09/2020,11/10/2020,11,Guanajuato,1
28/09/2020,11/10/2020,12,Guerrero,2
28/09/2020,11/10/2020,13,Hidalgo,2
28/09/2020,11/10/2020,14,Jalisco,2
28/09/2020,11/10/2020,15,EdoMex,2
28/09/2020,11/10/2020,16,Michoacán,2
28/09/2020,11/10/2020,17,Morelos,1
28/09/2020,11/10/2020,18,Nayarit,2
28/09/2020,11/10/2020,19,Nuevo León,2
28/09/2020,11/10/2020,20,Veracruz,2
28/09/2020,11/10/2020,20,Oaxaca,1
28/09/2020,11/10/2020,21,Puebla,1
28/09/2020,11/10/2020,22,Querétaro,1
28/09/2020,11/10/2020,23,Quintana Roo,2
28/09/2020,11/10/2020,24,San Luis Potosí,2
28/09/2020,11/10/2020,25,Sinaloa,1
28/09/2020,11/10/2020,26,Sonora,1
28/09/2020,11/10/2020,27,Tabasco,1
28/09/2020,11/10/2020,28,Tamaulipas,1
28/09/2020,11/10/2020,29,Tlaxcala,1
28/09/2020,11/10/2020,31,Yucatán,2
28/09/2020,11/10/2020,32,Zacatecas,2
12/10/2020,25/10/2020,1,Aguascalientes,2
12/10/2020,25/10/2020,2,Baja California,1
12/10/2020,25/10/2020,3,Baja California Sur,1
12/10/2020,25/10/2020,4,Campeche,0
12/10/2020,25/10/2020,5,Chiapas,1
12/10/2020,25/10/2020,6,Chihuahua,2
12/10/2020,25/10/2020,7,CDMX,2
12/10/2020,25/10/2020,8,Coahuila,2
12/10/2020,25/10/2020,9,Colima,2
12/10/2020,25/10/2020,10,Durango,2
12/10/2020,25/10/2020,11,Guanajuato,1
12/10/2020,25/10/2020,12,Guerrero,2
12/10/2020,25/10/2020,13,Hidalgo,2
12/10/2020,25/10/2020,14,Jalisco,2
12/10/2020,25/10/2020,15,EdoMex,2
12/10/2020,25/10/2020,16,Michoacán,1
12/10/2020,25/10/2020,17,Morelos,1
12/10/2020,25/10/2020,18,Nayarit,2
12/10/2020,25/10/2020,19,Nuevo León,2
12/10/2020,25/10/2020,20,Veracruz,1
12/10/2020,25/10/2020,20,Oaxaca,2
12/10/2020,25/10/2020,21,Puebla,1
12/10/2020,25/10/2020,22,Querétaro,2
12/10/2020,25/10/2020,23,Quintana Roo,1
12/10/2020,25/10/2020,24,San Luis Potosí,1
12/10/2020,25/10/2020,25,Sinaloa,2
12/10/2020,25/10/2020,26,Sonora,1
12/10/2020,25/10/2020,27,Tabasco,1
12/10/2020,25/10/2020,28,Tamaulipas,1
12/10/2020,25/10/2020,29,Tlaxcala,1
12/10/2020,25/10/2020,31,Yucatán,2
12/10/2020,25/10/2020,32,Zacatecas,2
26/10/2020,08/11/2020,1,Aguascalientes,2
26/10/2020,08/11/2020,2,Baja California,2
26/10/2020,08/11/2020,3,Baja California Sur,2
26/10/2020,08/11/2020,4,Campeche,0
26/10/2020,08/11/2020,5,Chiapas,1
26/10/2020,08/11/2020,6,Chihuahua,3
26/10/2020,08/11/2020,7,CDMX,2
26/10/2020,08/11/2020,8,Coahuila,2
26/10/2020,08/11/2020,9,Colima,2
26/10/2020,08/11/2020,10,Durango,2
26/10/2020,08/11/2020,11,Guanajuato,1
26/10/2020,08/11/2020,12,Guerrero,2
26/10/2020,08/11/2020,13,Hidalgo,2
26/10/2020,08/11/2020,14,Jalisco,2
26/10/2020,08/11/2020,15,EdoMex,2
26/10/2020,08/11/2020,16,Michoacán,2
26/10/2020,08/11/2020,17,Morelos,1
26/10/2020,08/11/2020,18,Nayarit,2
26/10/2020,08/11/2020,19,Nuevo León,2
26/10/2020,08/11/2020,20,Veracruz,1
26/10/2020,08/11/2020,20,Oaxaca,1
26/10/2020,08/11/2020,21,Puebla,1
26/10/2020,08/11/2020,22,Querétaro,2
26/10/2020,08/11/2020,23,Quintana Roo,2
26/10/2020,08/11/2020,24,San Luis Potosí,2
26/10/2020,08/11/2020,25,Sinaloa,1
26/10/2020,08/11/2020,26,Sonora,1
26/10/2020,08/11/2020,27,Tabasco,1
26/10/2020,08/11/2020,28,Tamaulipas,1
26/10/2020,08/11/2020,29,Tlaxcala,1
26/10/2020,08/11/2020,31,Yucatán,2
26/10/2020,08/11/2020,32,Zacatecas,2
09/11/2020,22/11/2020,1,Aguascalientes,2
09/11/2020,22/11/2020,2,Baja California,2
09/11/2020,22/11/2020,3,Baja California Sur,2
09/11/2020,22/11/2020,4,Campeche,0
09/11/2020,22/11/2020,5,Chiapas,1
09/11/2020,22/11/2020,6,Chihuahua,3
09/11/2020,22/11/2020,7,CDMX,2
09/11/2020,22/11/2020,8,Coahuila,2
09/11/2020,22/11/2020,9,Colima,2
09/11/2020,22/11/2020,10,Durango,3
09/11/2020,22/11/2020,11,Guanajuato,2
09/11/2020,22/11/2020,12,Guerrero,2
09/11/2020,22/11/2020,13,Hidalgo,2
09/11/2020,22/11/2020,14,Jalisco,2
09/11/2020,22/11/2020,15,EdoMex,2
09/11/2020,22/11/2020,16,Michoacán,1
09/11/2020,22/11/2020,17,Morelos,1
09/11/2020,22/11/2020,18,Nayarit,1
09/11/2020,22/11/2020,19,Nuevo León,2
09/11/2020,22/11/2020,20,Veracruz,1
09/11/2020,22/11/2020,20,Oaxaca,1
09/11/2020,22/11/2020,21,Puebla,1
09/11/2020,22/11/2020,22,Querétaro,2
09/11/2020,22/11/2020,23,Quintana Roo,1
09/11/2020,22/11/2020,24,San Luis Potosí,2
09/11/2020,22/11/2020,25,Sinaloa,2
09/11/2020,22/11/2020,26,Sonora,2
09/11/2020,22/11/2020,27,Tabasco,1
09/11/2020,22/11/2020,28,Tamaulipas,1
09/11/2020,22/11/2020,29,Tlaxcala,1
09/11/2020,22/11/2020,31,Yucatán,2
09/11/2020,22/11/2020,32,Zacatecas,2
23/11/2020,06/12/2020,1,Aguascalientes,2
23/11/2020,06/12/2020,2,Baja California,2
23/11/2020,06/12/2020,3,Baja California Sur,1
23/11/2020,06/12/2020,4,Campeche,0
23/11/2020,06/12/2020,5,Chiapas,0
23/11/2020,06/12/2020,6,Chihuahua,3
23/11/2020,06/12/2020,7,CDMX,2
23/11/2020,06/12/2020,8,Coahuila,2
23/11/2020,06/12/2020,9,Colima,1
23/11/2020,06/12/2020,10,Durango,3
23/11/2020,06/12/2020,11,Guanajuato,2
23/11/2020,06/12/2020,12,Guerrero,2
23/11/2020,06/12/2020,13,Hidalgo,2
23/11/2020,06/12/2020,14,Jalisco,2
23/11/2020,06/12/2020,15,EdoMex,2
23/11/2020,06/12/2020,16,Michoacán,1
23/11/2020,06/12/2020,17,Morelos,1
23/11/2020,06/12/2020,18,Nayarit,1
23/11/2020,06/12/2020,19,Nuevo León,2
23/11/2020,06/12/2020,20,Veracruz,1
23/11/2020,06/12/2020,20,Oaxaca,1
23/11/2020,06/12/2020,21,Puebla,1
23/11/2020,06/12/2020,22,Querétaro,2
23/11/2020,06/12/2020,23,Quintana Roo,1
23/11/2020,06/12/2020,24,San Luis Potosí,2
23/11/2020,06/12/2020,25,Sinaloa,1
23/11/2020,06/12/2020,26,Sonora,2
23/11/2020,06/12/2020,27,Tabasco,1
23/11/2020,06/12/2020,28,Tamaulipas,1
23/11/2020,06/12/2020,29,Tlaxcala,1
23/11/2020,06/12/2020,31,Yucatán,1
23/11/2020,06/12/2020,32,Zacatecas,2
29/03/2021,11/04/2021,1,Aguascalientes,1
29/03/2021,11/04/2021,2,Baja California,1
29/03/2021,11/04/2021,3,Baja California Sur,1
29/03/2021,11/04/2021,4,Campeche,0
29/03/2021,11/04/2021,5,Chiapas,0
29/03/2021,11/04/2021,6,Chihuahua,2
29/03/2021,11/04/2021,7,CDMX,2
29/03/2021,11/04/2021,8,Coahuila,0
29/03/2021,11/04/2021,9,Colima,1
29/03/2021,11/04/2021,10,Durango,1
29/03/2021,11/04/2021,11,Guanajuato,1
29/03/2021,11/04/2021,12,Guerrero,1
29/03/2021,11/04/2021,13,Hidalgo,2
29/03/2021,11/04/2021,14,Jalisco,0
29/03/2021,11/04/2021,15,EdoMex,2
29/03/2021,11/04/2021,16,Michoacán,1
29/03/2021,11/04/2021,17,Morelos,1
29/03/2021,11/04/2021,18,Nayarit,0
29/03/2021,11/04/2021,19,Nuevo León,1
29/03/2021,11/04/2021,20,Veracruz,0
29/03/2021,11/04/2021,20,Oaxaca,1
29/03/2021,11/04/2021,21,Puebla,2
29/03/2021,11/04/2021,22,Querétaro,2
29/03/2021,11/04/2021,23,Quintana Roo,1
29/03/2021,11/04/2021,24,San Luis Potosí,1
29/03/2021,11/04/2021,25,Sinaloa,1
29/03/2021,11/04/2021,26,Sonora,1
29/03/2021,11/04/2021,27,Tabasco,1
29/03/2021,11/04/2021,28,Tamaulipas,0
